30,0.005,1,0,0,1,0,3.33,0.02,0.11,100
30,0.005,1,0,0,1,1,3.33,0.02,0.11,100
30,0.005,1,0,0,2,0,3.33,0.02,0.11,100
30,0.005,1,0,0,2,1,3.33,0.02,0.11,100
30,0.005,1,0,0,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,0,0,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,0,1,1,0,3.33,0.02,0.11,100
30,0.005,1,0,1,1,1,3.33,0.02,0.11,100
30,0.005,1,0,1,2,0,3.33,0.02,0.11,100
30,0.005,1,0,1,2,1,3.33,0.02,0.11,100
30,0.005,1,0,1,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,0,1,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,1,0,1,0,3.33,0.02,0.11,100
30,0.005,1,1,0,1,1,3.33,0.02,0.11,100
30,0.005,1,1,0,2,0,3.33,0.02,0.11,100
30,0.005,1,1,0,2,1,3.33,0.02,0.11,100
30,0.005,1,1,0,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,1,0,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,1,1,1,0,3.33,0.02,0.11,100
30,0.005,1,1,1,1,1,3.33,0.02,0.11,100
30,0.005,1,1,1,2,0,3.33,0.02,0.11,100
30,0.005,1,1,1,2,1,3.33,0.02,0.11,100
30,0.005,1,1,1,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,1,1,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,2,0,1,0,3.33,0.02,0.11,100
30,0.005,1,2,0,1,1,3.33,0.02,0.11,100
30,0.005,1,2,0,2,0,3.33,0.02,0.11,100
30,0.005,1,2,0,2,1,3.33,0.02,0.11,100
30,0.005,1,2,0,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,2,0,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,2,1,1,0,3.33,0.02,0.11,100
30,0.005,1,2,1,1,1,3.33,0.02,0.11,100
30,0.005,1,2,1,2,0,3.33,0.02,0.11,100
30,0.005,1,2,1,2,1,3.33,0.02,0.11,100
30,0.005,1,2,1,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,2,1,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,3,0,1,0,3.33,0.02,0.11,100
30,0.005,1,3,0,1,1,3.33,0.02,0.11,100
30,0.005,1,3,0,2,0,3.33,0.02,0.11,100
30,0.005,1,3,0,2,1,3.33,0.02,0.11,100
30,0.005,1,3,0,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,3,0,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,3,1,1,0,3.33,0.02,0.11,100
30,0.005,1,3,1,1,1,3.33,0.02,0.11,100
30,0.005,1,3,1,2,0,3.33,0.02,0.11,100
30,0.005,1,3,1,2,1,3.33,0.02,0.11,100
30,0.005,1,3,1,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,3,1,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,4,0,1,0,3.33,0.02,0.11,100
30,0.005,1,4,0,1,1,3.33,0.02,0.11,100
30,0.005,1,4,0,2,0,3.33,0.02,0.11,100
30,0.005,1,4,0,2,1,3.33,0.02,0.11,100
30,0.005,1,4,0,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,4,0,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,4,1,1,0,3.33,0.02,0.11,100
30,0.005,1,4,1,1,1,3.33,0.02,0.11,100
30,0.005,1,4,1,2,0,3.33,0.02,0.11,100
30,0.005,1,4,1,2,1,3.33,0.02,0.11,100
30,0.005,1,4,1,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,4,1,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,5,0,1,0,3.33,0.02,0.11,100
30,0.005,1,5,0,1,1,3.33,0.02,0.11,100
30,0.005,1,5,0,2,0,3.33,0.02,0.11,100
30,0.005,1,5,0,2,1,3.33,0.02,0.11,100
30,0.005,1,5,0,3,0,3.33,0.02,0.12000000000000001,100
30,0.005,1,5,0,3,1,3.33,0.02,0.12000000000000001,100
30,0.005,1,5,1,1,0,3.33,0.02,0.11,100
30,0.005,1,5,1,1,1,3.33,0.02,0.11,100
