x	y	topsis
[3.0, 0.0, 4.0, 4.0, 5.0]	[91.875, -0.0331971, -9.76, -300.0]	0.9057501184789539
[10.0, 4.0, 0.0, 5.0, 0.0]	[72.0, -0.0257558, -4.01, -1000.0]	0.7450980257381669
[5.0, 3.0, 0.0, 5.0, 4.0]	[75.0, -0.0276526, -6.590000000000001, -500.0]	0.8606743032046706
[3.0, 3.0, 2.0, 6.0, 1.0]	[90.625, -0.032297, -4.11, -300.0]	0.9085403167249182
[5.0, 5.0, 1.0, 6.0, 7.0]	[90.0, -0.0305961, -27.400000000000002, -500.0]	0.863541352643851
[3.0, 1.0, 4.0, 5.0, 0.0]	[94.375, -0.0326137, -4.05, -300.0]	0.9087204235997668
[6.0, 4.0, 5.0, 5.0, 7.0]	[100.0, -0.0299755, -25.98, -600.0]	0.8405995497845036
[4.0, 7.0, 5.0, 6.0, 2.0]	[99.1667, -0.0323643, -4.37, -400.0]	0.8868163136667444
[4.0, 7.0, 0.0, 8.0, 7.0]	[85.0, -0.0285442, -26.53, -400.0]	0.891343251154421
[6.0, 3.0, 2.0, 3.0, 0.0]	[92.5, -0.0282421, -4.0, -600.0]	0.841658165187555
[4.0, 2.0, 1.0, 6.0, 3.0]	[97.5, -0.0301144, -5.2700000000000005, -400.0]	0.8923464627722276
[4.0, 7.0, 0.0, 7.0, 2.0]	[94.1667, -0.0315988, -4.32, -400.0]	0.8880803024354677
[9.0, 7.0, 5.0, 8.0, 7.0]	[100.0, -0.02851, -26.020000000000003, -900.0]	0.7708655735028369
[6.0, 0.0, 3.0, 8.0, 3.0]	[97.5, -0.0289331, -5.43, -600.0]	0.8416920101119221
[3.0, 1.0, 3.0, 6.0, 2.0]	[96.875, -0.0324399, -4.6499999999999995, -300.0]	0.9099209537542597
[3.0, 0.0, 5.0, 7.0, 0.0]	[43.125, -0.0300674, -3.8400000000000003, -300.0]	0.8625232803315526
[6.0, 4.0, 5.0, 3.0, 0.0]	[97.5, -0.0287004, -4.08, -600.0]	0.8419649678414419
[7.0, 3.0, 0.0, 6.0, 7.0]	[68.5714, -0.0281789, -24.18, -700.0]	0.8077787640842298
[4.0, 2.0, 1.0, 8.0, 5.0]	[95.0, -0.0309216, -9.82, -400.0]	0.8899814562200548
[3.0, 6.0, 0.0, 7.0, 6.0]	[74.375, -0.0294188, -15.17, -300.0]	0.904903893356721
[3.0, 7.0, 3.0, 8.0, 0.0]	[90.0, -0.0324083, -4.09, -300.0]	0.9078637199342041
[4.0, 2.0, 5.0, 5.0, 0.0]	[100.0, -0.0316861, -4.17, -400.0]	0.8886835467632799
[5.0, 7.0, 5.0, 5.0, 2.0]	[99.0, -0.0304612, -5.01, -500.0]	0.8655300483011589
[3.0, 3.0, 5.0, 5.0, 3.0]	[99.375, -0.0321829, -5.58, -300.0]	0.9111603932848142
[3.0, 5.0, 4.0, 6.0, 2.0]	[98.125, -0.0336592, -4.930000000000001, -300.0]	0.9055099447715209
[5.0, 0.0, 4.0, 4.0, 7.0]	[91.0, -0.0296822, -25.09, -500.0]	0.8654105784793564
[4.0, 1.0, 3.0, 8.0, 0.0]	[95.0, -0.0304922, -4.0, -400.0]	0.8910247112322953
[5.0, 1.0, 0.0, 8.0, 7.0]	[66.0, -0.0285783, -26.509999999999998, -500.0]	0.8528391133329052
[4.0, 0.0, 5.0, 4.0, 4.0]	[95.8333, -0.0308311, -6.680000000000001, -400.0]	0.8903706922087422
[2.0, 2.0, 4.0, 5.0, 1.0]	[59.2, -0.0352954, -6.08, -200.0]	0.8832056640434388
[3.0, 1.0, 0.0, 5.0, 3.0]	[86.25, -0.0311349, -5.23, -300.0]	0.910196930129182
[5.0, 0.0, 1.0, 8.0, 4.0]	[75.0, -0.0296597, -6.98, -500.0]	0.8579242105877183
[3.0, 2.0, 3.0, 8.0, 2.0]	[95.625, -0.0324571, -4.63, -300.0]	0.9096093672794013
[5.0, 3.0, 3.0, 8.0, 4.0]	[99.0, -0.0308704, -7.85, -500.0]	0.8647817993792452
[3.0, 4.0, 2.0, 7.0, 2.0]	[93.75, -0.0320943, -4.63, -300.0]	0.910428439909147
[4.0, 2.0, 4.0, 5.0, 4.0]	[100.0, -0.0312078, -7.11, -400.0]	0.8899153119629115
[3.0, 0.0, 3.0, 3.0, 6.0]	[82.5, -0.0327392, -15.17, -300.0]	0.9022560427232587
[4.0, 5.0, 5.0, 6.0, 4.0]	[99.1667, -0.031116, -6.94, -400.0]	0.890096099647466
[3.0, 4.0, 0.0, 6.0, 5.0]	[78.125, -0.0292102, -9.66, -300.0]	0.9092891721111735
[4.0, 0.0, 2.0, 4.0, 6.0]	[92.5, -0.0305582, -14.840000000000002, -400.0]	0.890226627044687
[3.0, 0.0, 1.0, 5.0, 2.0]	[81.25, -0.0307719, -4.4799999999999995, -300.0]	0.9076944216236683
[5.0, 7.0, 5.0, 6.0, 7.0]	[99.0, -0.0307995, -28.150000000000002, -500.0]	0.864911168268656
[4.0, 7.0, 1.0, 8.0, 2.0]	[94.1667, -0.0310879, -4.5, -400.0]	0.8893804373887775
[3.0, 2.0, 3.0, 7.0, 1.0]	[92.5, -0.0326587, -4.52, -300.0]	0.9079663755076461
[4.0, 4.0, 5.0, 7.0, 0.0]	[100.0, -0.0316861, -4.17, -400.0]	0.8886835467632799
[4.0, 5.0, 2.0, 5.0, 3.0]	[99.1667, -0.0311297, -5.2700000000000005, -400.0]	0.8900617689272289
[2.0, 5.0, 3.0, 8.0, 0.0]	[52.8, -0.0330251, -5.029999999999999, -200.0]	0.8813297750250201
[4.0, 7.0, 3.0, 6.0, 1.0]	[96.6667, -0.0315172, -3.96, -400.0]	0.8887832052014274
[4.0, 2.0, 2.0, 8.0, 2.0]	[97.5, -0.0310596, -4.4799999999999995, -400.0]	0.8900672007516741
[4.0, 7.0, 0.0, 6.0, 5.0]	[90.0, -0.0291514, -9.39, -400.0]	0.8925096213021824
[3.0, 5.0, 1.0, 6.0, 2.0]	[89.375, -0.0315095, -4.44, -300.0]	0.9107139954119636
[3.0, 0.0, 4.0, 4.0, 3.0]	[91.875, -0.0311463, -5.56, -300.0]	0.913082528937106
[3.0, 5.0, 0.0, 6.0, 3.0]	[86.25, -0.0311349, -5.23, -300.0]	0.910196930129182
[4.0, 0.0, 4.0, 6.0, 3.0]	[97.5, -0.0309967, -5.44, -400.0]	0.8902242134724486
[5.0, 1.0, 4.0, 3.0, 0.0]	[81.0, -0.0295313, -4.0600000000000005, -500.0]	0.8616230272115378
[4.0, 3.0, 2.0, 6.0, 5.0]	[99.1667, -0.0317721, -10.66, -400.0]	0.8884059010804995
[3.0, 3.0, 0.0, 7.0, 4.0]	[83.75, -0.0303612, -6.47, -300.0]	0.9109135310268319
[4.0, 4.0, 0.0, 7.0, 6.0]	[84.1667, -0.0300223, -14.51, -400.0]	0.8878589355336376
[4.0, 5.0, 4.0, 5.0, 3.0]	[98.3333, -0.031584, -5.0600000000000005, -400.0]	0.8888251074470152
[3.0, 6.0, 4.0, 7.0, 0.0]	[96.875, -0.0325876, -4.05, -300.0]	0.9093761786566532
[3.0, 2.0, 5.0, 4.0, 2.0]	[98.75, -0.0324457, -4.6899999999999995, -300.0]	0.9101477017588228
[6.0, 7.0, 1.0, 6.0, 0.0]	[97.5, -0.0281451, -3.94, -600.0]	0.8425841321455295
[3.0, 7.0, 2.0, 6.0, 5.0]	[97.5, -0.0338316, -11.33, -300.0]	0.9047652168312508
[4.0, 6.0, 2.0, 7.0, 5.0]	[97.5, -0.0303202, -9.67, -400.0]	0.8918649757448043
[2.0, 3.0, 1.0, 6.0, 3.0]	[47.6, -0.0318011, -5.5, -200.0]	0.8766917047796662
[10.0, 0.0, 0.0, 3.0, 7.0]	[80.0, -0.0268904, -23.830000000000002, -1000.0]	0.7469639549887653
[10.0, 0.0, 5.0, 6.0, 7.0]	[98.0, -0.0285046, -25.64, -1000.0]	0.7495084412940255
[4.0, 0.0, 0.0, 6.0, 3.0]	[91.6667, -0.0310243, -4.930000000000001, -400.0]	0.8888384626138878
